"student_answer_id","question_paper","question_type","question_text","student_answer","model_answer","gap"
"WA.22.182.1","Scients_UD","Explanation","Which of these processes are involved in causing rain? A. evaporation B. condensation C. both evaporation and condensation. Explain your answer.","Both evaporation and condensation are processes that involve causing rain because first, when there is a cup of water, the sun would evaporate the water and turn it into water vapor, then the water vapor would touch a cool surface and start condensation. Then the condensation would go to the clouds and cause rain.","Water evaporates to form vapor. The vapor condenses to form raindrops."," "
"WA.22.207.1","Scients_UD","Explanation","Which of these processes are involved in causing rain? A. evaporation B. condensation C. both evaporation and condensation. Explain your answer.","One chooses both evaporation and condensation because when water evaporates it turns into water vapor when there is enough it forms rain clouds then condensation happens and forms rain.","Water evaporates to form vapor. The vapor condenses to form raindrops."," "
"WA.22.212.1","Scients_UD","Explanation","Which of these processes are involved in causing rain? A. evaporation B. condensation C. both evaporation and condensation. Explain your answer.","Was evaporation makes a cloud full of water vapor then that cloud becomes rain.","Water evaporates to form vapor. The vapor condenses to form raindrops.","Water evaporates to form vapor . The vapor condenses to form raindrops"
"WA.22.221.1","Scients_UD","Explanation","Which of these processes are involved in causing rain? A. evaporation B. condensation C. both evaporation and condensation. Explain your answer.","Because but evaporation is air condensation is like cloud and rain.","Water evaporates to form vapor. The vapor condenses to form raindrops.","Water evaporates to form vapor . The vapor condenses to form raindrops"
"WA.22.223.1","Scients_UD","Explanation","Which of these processes are involved in causing rain? A. evaporation B. condensation C. both evaporation and condensation. Explain your answer.","Because evaporation causes the water to go up in the air, and condensation makes clouds which eventually form precipitation or rain.","Water evaporates to form vapor. The vapor condenses to form raindrops."," "
"WA.22.227.1","Scients_UD","Explanation","Which of these processes are involved in causing rain? A. evaporation B. condensation C. both evaporation and condensation. Explain your answer.","Because water gets evaporated.","Water evaporates to form vapor. The vapor condenses to form raindrops.","Water evaporates to form vapor . The vapor condenses to form raindrops"
"WA.22.229.1","Scients_UD","Explanation","Which of these processes are involved in causing rain? A. evaporation B. condensation C. both evaporation and condensation. Explain your answer.","Evaporation and condensation both have something to do with rain because evaporation evaporates the water into the air and makes it water vapor. The water vapor condenses and makes clouds filled with water and then the cloud touches a cool surface and condensation makes the liquid water back into water and it rains.","Water evaporates to form vapor. The vapor condenses to form raindrops."," "
"WA.21.461.1","Scients_UD","Explanation","A person's mother left a plastic bottle full of water in the trunk of their car. The temperature dropped below 0 degrees Celsius that night. When his mother opened the trunk the next afternoon, she discovered the water bottle had cracked. Explain why the water bottle cracked.","Ice expands instead of contracts.","The water froze. Water expands when water freezes so the ice needed more space.","Water expands when water freezes"
"WA.21.497.1","Scients_UD","Explanation","A person's mother left a plastic bottle full of water in the trunk of their car. The temperature dropped below 0 degrees Celsius that night. When his mother opened the trunk the next afternoon, she discovered the water bottle had cracked. Explain why the water bottle cracked.","Because 0 degrees Celsius is the freezing point of water. When water freezes it expands. The water bottle cracked because the ice needed more room than the water.","The water froze. Water expands when water freezes so the ice needed more space."," "
"WA.21.510.1","Scients_UD","Explanation","A person's mother left a plastic bottle full of water in the trunk of their car. The temperature dropped below 0 degrees Celsius that night. When his mother opened the trunk the next afternoon, she discovered the water bottle had cracked. Explain why the water bottle cracked.","0 degrees Celsius is 32 degrees Fahrenheit and when the temperature is 32 degrees Fahrenheit the water froze and when water freezes the ice expands.","The water froze. Water expands when water freezes so the ice needed more space.","Water expands when water freezes"
"WA.21.521.1","Scients_UD","Explanation","A person's mother left a plastic bottle full of water in the trunk of their car. The temperature dropped below 0 degrees Celsius that night. When his mother opened the trunk the next afternoon, she discovered the water bottle had cracked. Explain why the water bottle cracked.","Because if one leaves a cup or bottle of water outside when the temperature is 0 degrees Celsius it will crack.","The water froze. Water expands when water freezes so the ice needed more space.","The water froze . Water expands when water freezes so the ice needed more space"
"WA.21.522.1","Scients_UD","Explanation","A person's mother left a plastic bottle full of water in the trunk of their car. The temperature dropped below 0 degrees Celsius that night. When his mother opened the trunk the next afternoon, she discovered the water bottle had cracked. Explain why the water bottle cracked.","The bottle gets so cold and froze that it cracked the plastic bottle.","The water froze. Water expands when water freezes so the ice needed more space.","Water expands when water freezes so the ice needed more space"
"WA.21.523.1","Scients_UD","Explanation","A person's mother left a plastic bottle full of water in the trunk of their car. The temperature dropped below 0 degrees Celsius that night. When his mother opened the trunk the next afternoon, she discovered the water bottle had cracked. Explain why the water bottle cracked.","Because the water in the water bottle froze and it expanded and it did not have enough room, so it cracked.","The water froze. Water expands when water freezes so the ice needed more space."," "
"WA.21.534.1","Scients_UD","Explanation","A person's mother left a plastic bottle full of water in the trunk of their car. The temperature dropped below 0 degrees Celsius that night. When his mother opened the trunk the next afternoon, she discovered the water bottle had cracked. Explain why the water bottle cracked.","The bottle cracked because water expands when the temperature hits the freezing point.","The water froze. Water expands when water freezes so the ice needed more space."," "
